hotspot.id	hot_helper	shared	cytoband	chr	start.bp	end.bp	length.bp	number.bps	no.samples	no.del	no.dup	no.inv	no.trn	gistic	hotspot_type	novel_hotspot	fragile	include_as_hotspot	include_comment	to_check	MSK_comment	ER_decision	artifact_comment	annotation	CNV_support	CNV_comment	fusion_overexpressed_driver	limma_driver	expression_comment	additional_analysis	comment	reference	analysis	params	gistic.del.id	gistic.del.genes	gistic.amp.id	gistic.amp.genes
pseudoBinningAll_chr6_29.8Mb	1	unique	p22.1;p21.33	chr6	29766196	30357025	590829	15	15	5	6	2	2	AMP	unknown	YES		1	include						1		0	0		CHECK - gain of downstream driver?	"some stereotyped deletions that are likely artifacts, but also real DUP that appear to amplify a downstream segment -- related to nearby GISTIC peak with real driver outside?"		downsampling	i=2-g=6-n=8			6p21.33_AMP_30344379_30559999	hsa-mir-877|ABCF1|GNL1|HLA-E|PRR3|MIR877
pseudoBinningAll_chr6_86.6Mb	1	unique	q14.3	chr6	86623803	87015712	391909	10	8	7	1	1	1	NO	artifact	NO		0	exclude						0						"several stereotyped small deletions, also some likely real SVs, but not enough for hotspot. Also no clear target gene/mechanism. Likely artifact/unknown. "		downsampling	i=2-g=6-n=8				
pseudoBinningAll_chr6_155Mb	1	unique	q25.2	chr6	155034367	155314173	279806	8	8	4	0	2	2	DEL	driver	YES		1	include					SCAF8	1		0	0			"Emerging role for SCAF4 and SCAF8 as mRNA anti-terminators, suppressing the use of early, alternative polyadenylation (polyA) sites. SCAF8 and mir-1273c alone in GISTIC deletion peak. Not established cancer driver, uncertain. ARID1B as real target?"	https://www.ncbi.nlm.nih.gov/pubmed/31104839	downsampling	i=2-g=6-n=8	6q25.2_DEL_154826045_155417699	hsa-mir-1273c|SCAF8		
pseudoBinningAll_chr7_3.4Mb	1	unique	p22.2	chr7	3446266	4160418	714152	10	8	7	0	2	1	NO	artifact	NO		0	exclude						0						"Dominated by stereotyped small deletions, no clear target/mechanism, likely artifact/unknown"		downsampling	i=2-g=6-n=8				
pseudoBinningAll_chr7_24.6Mb	1	unique	p15.3;p15.2	chr7	24591620	26352055	1760435	39	30	1	12	5	21	AMP	unknown	YES		1	include					HNRNPA2B1	1		0	0		CHECK - gene expression impact of GISTIC amp peak involvement (genes overexpressed even if not involved?). 	"GISTIC AMP peak containing enhancer region and the MIR148A gene which is not expressed. Nearby COSMIC oncogene HNRNPA2B1 is modestly overexpressed. Unclear if this is the target gene and if the GISTIC peak has some effect even if not involving a gene, need to check. "		downsampling	i=2-g=6-n=8			7p15.2_AMP_26003001_26158099	MIR148A
pseudoBinningAll_chr7_29.8Mb	1	unique	p14.3	chr7	29785136	30229303	444167	8	8	2	4	1	1	NO	unknown	YES		1	include						0		0	0			no clear target or recurrent mechanism -- unknown		downsampling	i=2-g=6-n=8				
pseudoBinningAll_chr7_41.9Mb	1	unique	p14.1	chr7	41904971	42216936	311965	17	11	2	3	0	12	NO	driver	YES		1	include					GLI3	1		1	1	"clearly overexpressed in limma; 5x fusions, TRA with TXNDC5, RASSF5 and SPATS2, templated with FCHSD2, DEL with TNS3"		"Known MM transcription factor, overall low expression, clear outlier expression with TRA involvement. Also appears to be amplified region, though not with GISTIC. "		downsampling	i=2-g=6-n=8				
pseudoBinningAll_chr7_46.9Mb	1	unique	p12.3	chr7	46904249	47380286	476037	11	11	1	2	1	7	NO	artifact	NO		0	exclude				"TRA: 4 single, 1 reciprocal. Both sides of translocations (including partner on chromosome 4) is within tens to hundreds bp. No CNV. Are the reciprocal just two artifacts next to each other, e.g. all artifacts? "		0						"Stereotypical translocation breakpoints, no clear target. "		downsampling	i=2-g=6-n=8				
pseudoBinningAll_chr7_68.9Mb	1	unique	q11.22	chr7	68934421	70107570	1173149	23	18	18	1	3	1	NO	unknown	YES	YES	1	include					AUTS2	1		0	0			"Focal deletions of AUTS2, known fragile site"		downsampling	i=2-g=6-n=8				
pseudoBinningAll_chr7_110.7Mb	1	unique	q31.1	chr7	110696827	111182568	485741	13	13	11	0	1	1	NO	unknown	YES	YES	1	include					IMMP2L|LRRN3	1		0	0			"Focal deletions of IMMP2L|LRRN3, known fragile site"	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5546318/	downsampling	i=2-g=6-n=8				
pseudoBinningAll_chr7_120.9Mb	1	unique	q31.31;q31.32	chr7	120921147	121505676	584529	10	8	3	0	6	1	NO	unknown	YES		1	include						0		0	0			no clear target or recurrent mechanism -- unknown		downsampling	i=2-g=6-n=8				
pseudoBinningAll_chr7_158.3Mb	1	unique	q36.3	chr7	158296538	158956604	660066	10	10	1	0	7	2	DEL	artifact	NO		0	exclude						0						"dominated by stereotyped small inversions, no clear target or mechanism, likely artifact / unknown"		downsampling	i=2-g=6-n=8	7q36.3_DEL_154685721_159138663	hsa-mir-595|hsa-mir-153-2|EN2|MNX1|HTR5A|INSIG1|PTPRN2|SHH|VIPR2|UBE3C|DNAJB6|PAXIP1|NCAPG2|WDR60|ESYT2|LMBR1|LINC00244|NOM1|C7orf13|RNF32|LOC154822|RBM33|LOC202781|CNPY1|LOC285889|MIR153-2|LOC645249|MIR595|LOC100128264|LOC100132707|LOC100506585		
pseudoBinningAll_chr9_93.6Mb	1	unique	q22.2;q22.31	chr9	93647434	93997524	350090	11	11	2	2	4	3	AMP	driver/enhancer	YES		1	include					SYK	1						"GISTIC amplification peak involving oncogene SYK, also TRA with outlier expression."		downsampling	i=2-g=6-n=8			9q22.2_AMP_93634601_93838699	SYK|LOC100129316
pseudoBinningAll_chr9_137.4Mb	1	unique	q34.2;q34.3	chr9	137356388	137837963	481575	8	8	5	1	1	1	AMP	artifact	NO		0	exclude						0						"Dominated by stereotyped small deletions, no clear target/mechanism. Presumably random overlap with large 10 Mb GISTIC amplification peak. Likely artifact/unknown"		downsampling	i=2-g=6-n=8			9q34.13_AMP_133709501_141213431	hsa-mir-602|hsa-mir-4292|hsa-mir-126|ABCA2|ABL1|ABO|C8G|CACNA1B|ENTPD2|CEL|CELP|COL5A1|DBH|SARDH|FCN1|FCN2|FUT7|RAPGEF1|GRIN1|LCN1|NOTCH1|PAEP|PTGDS|RALGDS|RPL7A|RXRA|SNAPC4|SURF1|SURF2|SURF4|MED22|SURF6|TRAF2|TSC1|TTF1|VAV2|BRD3|NUP214|LHX3|GFI1B|SSNA1|EDF1|CLIC3|GTF3C5|GTF3C4|MED27|ADAMTSL2|PPP1R26|SEC16A|LAMC3|TUBB4B|UBAC1|OLFM1|AGPAT2|POMT1|SDCCAG3|NOXA1|WDR5|C9orf9|ADAMTS13|C9orf7|SLC2A6|MAN1B1|SETX|PMPCA|COBRA1|NELF|GPSM1|DKFZP434A062|GBGT1|SNORD62A|SNORD36C|SNORD36B|SNORD36A|SNORD24|NDOR1|PHPT1|ANAPC2|DPP7|OBP2B|OBP2A|MRPS2|EGFL7|FBXW5|C9orf167|EXD3|C9orf86|INPP5E|NPDC1|BARHL1|REXO4|KCNT1|CARD9|DDX31|MRPL41|EHMT1|AIF1L|UCK1|NTNG2|PRRC2B|PPAPDC3|FIBCD1|KIAA1984|SNHG7|TMEM141|C9orf37|SAPCD2|C9orf69|UAP1L1|ARRDC1|WDR85|TMEM203|ZMYND19|NACC2|C9orf116|LCN8|FAM69B|SLC34A3|CAMSAP1|C9orf163|MAMDC4|LCN6|AK8|C9orf96|QSOX2|LINC00094|LCN12|C9orf142|TPRN|FAM78A|QRFP|GLT6D1|PNPLA7|C9orf169|ENTPD8|C9orf171|LCN15|C9orf172|LRRC26|TMEM8C|LCN9|LOC401557|LCNL1|C9orf139|FAM166A|SOHLH1|MIR126|LCN10|C9orf173|NRARP|FAM163B|FLJ40292|TUBBP5|RNF224|SNORA17|SNORA43|SNORD62B|MIR602|RNF208|DNLZ|LOC100128593|LOC100129722|LOC100130954|LOC100131193|FAM157B|RNU6ATAC|LOC100289341|MIR4292|MIR3621|MIR3689A|MIR3689B|LOC100506599|MIR3689D1|MIR3689F|MIR4669|MIR4673|MIR4674|MIR3689C|MIR3689D2|MIR3689E|MIR4479
nonClustered_chr1_51.2Mb	2	pseudoBinningAll_chr1_50.5Mb	p32.3	chr1	51245199	52081205	836006	39	22	27	6	2	4	DEL	driver	KNOWN		1	include					CDKN2C	1		0	0					agnostic	i=2-g=5-n=8	1p32.3_DEL_50649301_51575299	CDKN2C|FAF1|DMRTA2		
nonClustered_chr1_118.1Mb	2	pseudoBinningAll_chr1_118.1Mb	p12	chr1	118149814	119584771	1434957	68	48	25	2	10	31	DEL	driver	KNOWN		1	include					FAM46C	1		0	1		Check effect of non-deletions on gene body. Other loss of function events?			agnostic	i=2-g=5-n=8	1p12_DEL_118044601_118412099	FAM46C		
nonClustered_chr1_203.2Mb	2	pseudoBinningAll_chr1_203.3Mb	q32.1	chr1	203183379	203686311	502932	27	17	8	11	0	8	AMP	enhancer	YES		1	include					BTG2|FMOD	1		0	0			"BTG2|FMOD amplification peak GISTIC, enriched for focal dup and templated/TRA. No effect on expression. Probably involved for enhancer region. BTG2 overexpressed in CD-2 expression class. FMOD may be involved in TGF-B signaling. "	http://www.bloodjournal.org/content/108/6/2020?sso-checked=true	agnostic	i=2-g=5-n=8			1q32.1_AMP_203215951_203346139	FMOD|BTG2|LOC730227
nonClustered_chr1_237.7Mb	2	unique	q43	chr1	237702064	240762147	3060083	44	21	22	5	11	6	NO	unknown	YES		1	include						0	"no real peak, some regional increase in both DUP and DELs"	0	0			no clear target or recurrent mechanism -- unknown		agnostic	i=2-g=5-n=8				
nonClustered_chr10_11.6Mb	2	unique	p14	chr10	11553389	11803495	250106	20	10	0	5	2	13	AMP	enhancer	YES		1	include					ECHDC3	1		0	0			"GISTIC AMP peak involving ECHDC3 and massive enhancer region; no differential expression, probably involved for enhancer. "		agnostic	i=2-g=5-n=8			10p14_AMP_11694351_11822399	ECHDC3
nonClustered_chr10_104.2Mb	2	pseudoBinningAll_chr10_103.8Mb	q24.32	chr10	104158902	104430271	271369	16	10	8	5	0	3	DEL	driver	YES		1	include					NFKB2	1		1	0	1x fusion with overexpression NSMCE2;NFKB2 (templated)	CHECK - effect and landscape of overexpression vs deletion events	"GISTIC DEL peak involving NFKB2 (and other genes), single deletions and complex events, without expression impact. Interestingly also templated with overexpression in rare cases. Hotspot with different effects in different patients? NFKB2 is a NF-kB activator and deletion would cause reduced activity. Need to check this in detail. Previously described overexpression/gain of function mutations. "	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2083698/ 	agnostic	i=2-g=5-n=8	10q24.32_DEL_103821801_104319199	hsa-mir-146b|NFKB2|PITX3|PSD|GBF1|LDB1|NOLC1|ACTR1A|PPRC1|CUEDC2|FBXL15|HPS6|TMEM180|C10orf95|ELOVL3|MIR146B|LOC100505761		
nonClustered_chr11_48.7Mb	2	unique	p11.2;p11.12;p11.11;q11	chr11	48734746	55016495	6281749	54	29	10	14	29	1	NO	artifact	NO		0	exclude						0						"dominated by stereotyped small inversions, no clear target or mechanism, likely artifact / unknown"		agnostic	i=2-g=5-n=8				
nonClustered_chr11_58Mb	2	pseudoBinningAll_chr11_58Mb	q12.1	chr11	57966800	58554997	588197	13	9	4	0	5	4	NO	artifact	NO		0	exclude						0						"dominated by stereotyped small inversions, no clear target or mechanism, likely artifact / unknown"		agnostic	i=2-g=5-n=8				
nonClustered_chr11_69Mb	2	pseudoBinningAll_chr11_69Mb	q13.3	chr11	68971769	70107444	1135675	161	104	4	2	2	153	AMP	driver	KNOWN		1	include					CCND1	1		1	1			"CCND1, alone in GISTIC AMP peak"		agnostic	i=2-g=5-n=8			11q13.3_AMP_69402701_69435499	CCND1
nonClustered_chr11_72.8Mb	2	pseudoBinningAll_chr11_72.8Mb	q13.4	chr11	72769007	73146429	377422	40	25	3	16	2	19	AMP	driver/enhancer	KNOWN		1	include					P2RY2|FCHSD2	1		1	1	multiple fusions involving mostly FCHSD2 and overexpression of both in limma		"GISTIC AMP peak and recurrent DUP/TRA/templated, highly enriched for enhancers. "		agnostic	i=2-g=5-n=8			11q13.4_AMP_72815301_72957199	P2RY2|FCHSD2
nonClustered_chr11_78.2Mb	2	pseudoBinningAll_chr11_78.2Mb	q14.1	chr11	78212653	78369025	156372	8	8	0	1	6	1	NO	artifact	NO		0	exclude						0						"dominated by stereotyped small inversions, no clear target or mechanism, likely artifact / unknown"		agnostic	i=2-g=5-n=8				
nonClustered_chr11_108.6Mb	2	pseudoBinningAll_chr11_110.9Mb	q22.3;q23.1	chr11	108585771	111457164	2871393	42	23	10	16	5	11	AMP	driver/enhancer	KNOWN		1	include					POU2AF1	1		0	0			"GISTIC AMP peak POU2AF1, DUP/templated; previously identified duplicated in MM; transcriptional regulation of TNFRSF17"	https://www.ncbi.nlm.nih.gov/pubmed/17621271	agnostic	i=2-g=5-n=8			11q23.1_AMP_111206701_111329449	POU2AF1|LOC100132078|MIR4491
nonClustered_chr12_4.2Mb	2	pseudoBinningAll_chr12_4Mb	p13.32	chr12	4230724	4473602	242878	17	11	1	1	0	15	AMP	driver	KNOWN		1	include					CCND2	1		1	1	"multiple fusions including TXNDC5 and IGH, mostly templated"		"CCND2, GISTIC AMP peak"		agnostic	i=2-g=5-n=8			12p13.32_AMP_4263601_4430799	CCND2|C12orf5
nonClustered_chr12_6.5Mb	2	unique	p13.31	chr12	6492606	8058391	1565785	26	15	3	7	0	16	NO	driver	KNOWN		1	include					LTBR|LAG3	1		1	1	1x fusion with extreme overexpression of LAG3 with FAM46C (templated); similarly 3 fusions on LTBR. In limma only LTBR is overexpressed.		"LTBR and LAG3 with outlier overexpression by TRA/templated/chromothripsis. Nearby genes, but involved in different patients (n = 3 each). LTBR TRA described before, not LAG3. "	https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2083698/	agnostic	i=2-g=5-n=8				
nonClustered_chr12_131.8Mb	2	pseudoBinningAll_chr12_131.8Mb	q24.33	chr12	131817220	133721204	1903984	39	21	20	0	19	0	DEL	driver	YES		1	include					PAGM5|POLE	1		0	0		CHECK - effect of POLE DEL on mutations?	"POLE in GISTIC deletion peak. Neighbor PAGM5 also deleted and reduced expression (not in peak), phosphatase related to cell death pathways and TNF signalling. Need to check for POLE defficiency in mutational profile. Lots of contaminating stereotyped inversjons, but still real hotspot. "		agnostic	i=2-g=5-n=8	12q24.33_DEL_133136934_133277299	POLE|P2RX2|LOC100507055		
nonClustered_chr13_48.1Mb	2	pseudoBinningAll_chr13_48.9Mb	q14.2	chr13	48118348	50210303	2091955	62	33	38	4	9	11	DEL	driver/enhancer	KNOWN		1	include					RB1	1	"also a few duplications and templated, indicating multiple mechanisms of involvement"	1	1	1x fusion of RB1;MAPKAPK2 (templated) with overexpression of both genes (MMRF_2217_1_BM)	CHECK - effect of non-deletions on gene body. Other loss of function events?	GISTIC DEL peak		agnostic	i=2-g=5-n=8	13q14.2_DEL_48832201_49093299	RB1|LPAR6		
nonClustered_chr14_22.9Mb	2	pseudoBinningAll_chr14_22Mb	q11.2	chr14	22892007	22918244	26237	30	17	30	0	0	0	AMP	unknown	YES		1	include					TCR	1		0	0			TCR		agnostic	i=2-g=5-n=8			14q11.2_AMP_22607201_23031099	DAD1
nonClustered_chr14_64.7Mb	2	pseudoBinningAll_chr14_65Mb	q23.2;q23.3	chr14	64685190	67700551	3015361	91	50	40	19	7	25	DEL|AMP	driver	KNOWN		1	include					MAX	1		0	1		Check effect of non-deletions on gene body. Other loss of function events?	"GISTIC peak on nearby gene GPHN (COSMIC), MAX is likely target"		agnostic	i=2-g=5-n=8	14q23.3_DEL_66962901_67656424	GPHN	14q23.3_AMP_65738401_65858166	MIR4708
nonClustered_chr14_103.2Mb	2	pseudoBinningAll_chr14_103Mb	q32.31;q32.32	chr14	103191594	103526405	334811	31	18	26	0	1	4	NO	driver	KNOWN		1	include					TRAF3	1		0	0		Check effect of non-deletions on gene body. Other loss of function events?	"TRAF3 clear target, though no GISTIC peak. Probably overshadowed by IGH?"		agnostic	i=2-g=5-n=8				
nonClustered_chr14_105.4Mb	2	pseudoBinningAll_chr14_105Mb	q32.33	chr14	105360617	107213753	1853136	410	263	52	2	9	347	DEL|AMP	enhancer	KNOWN		1	include					IGH	1		0	0			IGH		agnostic	i=2-g=5-n=8	14q32.33_DEL_105920201_106986499	CRIP1|CRIP2|ELK2AP|ADAM6|KIAA0125|TMEM121|C14orf80|LINC00226|LINC00221	14q32.33_AMP_105849801_106851599|14q32.33_AMP_105934401_107349540	CRIP1|CRIP2|ELK2AP|ADAM6|MTA1|KIAA0125|PACS2|TMEM121|C14orf80|LINC00226|TEX22_CRIP1|CRIP2|ELK2AP|ADAM6|MTA1|KIAA0125|TMEM121|C14orf80|LINC00226|LINC00221
nonClustered_chr15_25.1Mb	2	unique	q11.2;q12	chr15	25116803	25664453	547650	16	10	15	0	0	1	NO	unknown	YES		1	include						0		0	0			"real deletions, no clear target, unknown"		agnostic	i=2-g=5-n=8				
nonClustered_chr15_31.1Mb	2	pseudoBinningAll_chr15_31.2Mb	q13.2;q13.3	chr15	31128667	31745187	616520	25	14	2	19	0	4	AMP	enhancer	YES		1	include					KLF13	1		0	0			"KLF13 (Krüppel-like factor 13) is a zinc finger transcription factor known to play a role in proliferation, differentiation, cell cycle progression, and apoptosis. Also involved in T and B cell development. Not differentially expressed -- probably enhancer hijacking. "	https://www.ncbi.nlm.nih.gov/pubmed/18604172/	agnostic	i=2-g=5-n=8			15q13.3_AMP_31533801_31646999	KLF13
nonClustered_chr15_39.9Mb	2	unique	q14;q15.1	chr15	39941158	40874882	933724	19	15	0	8	1	10	AMP	unknown	YES		1	include					BUB1B	1		0	0			"GISTIC AMP peak involving several genes including COSMIC gene BUB1B -- however, not differentially expressed. No other clear target gene and not convincing enhancer region: unknown"	https://www.ncbi.nlm.nih.gov/pubmed/25698537	agnostic	i=2-g=5-n=8			15q15.1_AMP_40321077_40820979	BUB1B|IVD|PLCB2|SRP14|BAHD1|PAK6|DISP2|C15orf23|BMF|CHST14|C15orf52|EIF2AK4|C15orf56|PHGR1|LOC100131089|ANKRD63
nonClustered_chr15_52.8Mb	2	pseudoBinningAll_chr15_52.8Mb	q21.2;q21.3	chr15	52789977	52936523	146546	14	10	1	8	2	3	AMP	enhancer	YES		1	include						1		0	0			"MYO5A: random gene (though in COSMIC), not differentially expressed, no litterature support. GISTIC AMP, narrow peak focus on neighbor gene FAM214A. Massive enhancer region: probably hijacking. "		agnostic	i=2-g=5-n=8			15q21.3_AMP_52903101_53013949	FAM214A
nonClustered_chr15_75Mb	2	pseudoBinningAll_chr15_75Mb	q24.1;q24.2	chr15	75048368	75647351	598983	35	22	0	15	6	14	AMP	enhancer	YES		1	include						1		0	0			"Multiple genes in region including Walker driver MAN2C1, but no single gene standing out as involved. GISTIC AMP peak on ORF. Massive enhancer enrichment, probably hijacking. "		agnostic	i=2-g=5-n=8			15q24.2_AMP_75364734_75492599	C15orf39
nonClustered_chr15_85.2Mb	2	unique	q25.2;q25.3	chr15	85219758	86125991	906233	19	12	4	7	3	5	NO	unknown	YES		1	include						1		0	0			"DUP, TRA and templated, causing medium-size gains. Enriched for enhancers, otherwise no clear target. Unknown/uncertain."		agnostic	i=2-g=5-n=8				
nonClustered_chr16_11.2Mb	2	pseudoBinningAll_chr16_11.8Mb	p13.13;p13.12	chr16	11244130	13296740	2052610	54	28	13	13	8	20	AMP	driver/enhancer	YES		1	include	"can we say this driver event is involved by fusions when in fact the fusion target is usually not BCMA but another neighboring gene? By GISTIC and limma, BCMA is the only clear target"	"just BCMA, limma doesn't report this… yes there are fusiuon, but as you said maybe are just templaed insertion or complex for BCMA… "	I will report the fusions as associated with BCMA		TNFRSF17	1		1	1	"limma overexpression of TNFRSF17, multiple fusions involving other genes (particularly TXNDC11), but presumably TNFRSF17 is real target"		"GISTIC peak on TNFRSF17, outlier expression"		agnostic	i=2-g=5-n=8			16p13.13_AMP_11975651_12088199	TNFRSF17|GSPT1|SNX29
nonClustered_chr16_78Mb	2	pseudoBinningAll_chr16_78Mb	q23.1;q23.2	chr16	78038841	79382306	1343465	67	37	27	13	0	27	DEL	driver	KNOWN		1	include					MAF	1		1	1	IGH;WWOX		SV hotspot on fragile site WWOX with GISTIC DEL hotspot -- real target gene is nearby MAF.		agnostic	i=2-g=5-n=8	16q23.1_DEL_78122001_79632799	WWOX		
nonClustered_chr17_3.8Mb	2	pseudoBinningAll_chr17_3.4Mb	p13.2	chr17	3767127	3911250	144123	17	10	0	11	0	6	AMP	enhancer	YES		1	include						1		0	0	"several fusions, 3x with CAMKK1, but no clear driver role"		"DUP, TRA and templated with modest transcription effect on local genes. Enhancer region as likely target."		agnostic	i=2-g=5-n=8			17p13.2_AMP_3599101_4109559	ATP2A3|ITGAE|P2RX1|P2RX5|ZZEF1|ANKFY1|C17orf85|GSG2|CAMKK1|CYB5D2|P2RX5-TAX1BP3
nonClustered_chr17_39Mb	2	unique	q21.2;q21.31	chr17	38977087	41571463	2594376	46	21	9	12	7	18	DEL	unknown	YES		1	include						1	broad regions of gains and losses	0	0	"multiple fusions, no clear driver target"		"Enriched for chromothripsis and other complex SVs, but no clear target. Unknown."		agnostic	i=2-g=5-n=8	17q21.2_DEL_39737718_39963149	GAST|JUP|KRT14|KRT16|KRT17|HAP1|EIF1|KRT42P		
nonClustered_chr17_43.1Mb	2	pseudoBinningAll_chr17_43.2Mb	q21.31	chr17	43146592	43488302	341710	52	33	8	7	9	28	AMP	driver/enhancer	KNOWN		1	include					MAP3K14	1		1	1	"multiple MAP3k14 fusions with various targets, not all overexpressed"	CHECK - transcription effect of GISTIC AMP without TRA	GISTIC AMP peak and enrichment for multiple SV classes with outlier expression.		agnostic	i=2-g=5-n=8			17q21.31_AMP_43293201_43471299	FMNL1|MAP3K14|C17orf46|ARHGAP27|LOC100133991
nonClustered_chr17_73.4Mb	2	unique	q25.1;q25.2	chr17	73423945	74733482	1309537	47	27	11	14	5	17	NO	unknown	YES		1	include						1		0	0			"Region with enrichment of chromothripsis and gain of function SVs, but no clear gene target or convincing enhancer enrichment. Unknown."		agnostic	i=2-g=5-n=8				
nonClustered_chr19_10.2Mb	2	unique	p13.2	chr19	10192534	11122560	930026	39	23	7	13	6	13	AMP	unknown	YES		1	include						1		0	0			"GISTIC AMP involving several genes, no clear target. ICAM1 in recurrent region. Expression not affected. Unknown/uncertain."		agnostic	i=2-g=5-n=8			19p13.2_AMP_10335965_10429699	hsa-mir-4322|ICAM1|ICAM4|ICAM5|S1PR2|MRPL4|FDX1L|RAVER1|ZGLP1|MIR4322
nonClustered_chr19_18.8Mb	2	pseudoBinningAll_chr19_18.8Mb	p13.11	chr19	18752434	18835263	82829	8	8	0	0	1	7	NO	artifact	NO		0	exclude				"TRA: 6 single events,  i.e. no CNV. Partner locus on chr8 also putative artifact hotspot."		0						"Stereotypical translocation breakpoints, no clear target. "		agnostic	i=2-g=5-n=8				
nonClustered_chr19_21.3Mb	2	unique	p12	chr19	21272203	23936439	2664236	28	15	11	4	9	4	NO	unknown	YES		1	include	unknown or artifact?	"I agree with you, many events, some probably artifact, but you have also chromothripsis… I'd keep as unknown "	"still uncertain to me, but will keep"	"pericentromeric region with lots of small inversions and deletions without CNV. In this 2.6 Mb wide region there are also 8 events that are clearly real, but without the uncertain events this is not sufficient for a hotspot."		0						"No clear target. Some short stereotypical DEL/INV, but also real SVs. Unknown"		agnostic	i=2-g=5-n=8				
nonClustered_chr19_36.1Mb	2	pseudoBinningAll_chr19_36.8Mb	q13.12;q13.13	chr19	36072478	38372960	2300482	41	19	18	6	13	4	NO	unknown	YES		1	include						0		0	0			No clear target -- unknown		agnostic	i=2-g=5-n=8				
nonClustered_chr19_53.2Mb	2	pseudoBinningAll_chr19_53.2Mb	q13.41;q13.42	chr19	53193082	53983539	790457	39	20	6	6	27	0	NO	artifact	NO		0	exclude						0						"Stereotypical inversion breakpoints, no clear target. Likely artifact/unknown"		agnostic	i=2-g=5-n=8				
nonClustered_chr2_64.3Mb	2	pseudoBinningAll_chr2_64.4Mb	p14	chr2	64318669	64606253	287584	31	16	4	13	2	12	AMP	enhancer	YES		1	include						1		0	0			GISTIC AMP involving LINC. Massive surrounding enhancer region that is likely the target. 		agnostic	i=2-g=5-n=8			2p14_AMP_64425901_64549599	LINC00309
nonClustered_chr2_70.2Mb	2	pseudoBinningAll_chr2_70.3Mb	p13.3	chr2	70188146	70654718	466572	25	13	2	16	0	7	AMP	enhancer	YES		1	include					PCBP1	1		0	0		CHECK -- transcription effect of GISTIC peak on PCBP1	"GISTIC AMP on ORF and LINC with surrounding enhancers. Potential driver gene PCBP1 slightly outside of minimally amplified, borderline overexpression. TSG; most likely function on enhancers"	https://www.ncbi.nlm.nih.gov/pubmed/30078000; 	agnostic	i=2-g=5-n=8			2p13.3_AMP_70323451_70404299	C2orf42|LOC100133985
nonClustered_chr2_89.1Mb	2	pseudoBinningAll_chr2_89Mb	p11.2	chr2	89132192	90260413	1128221	79	42	37	2	26	14	AMP	enhancer	KNOWN		1	include					IGK	1		1	1			IGK		agnostic	i=2-g=5-n=8			2p11.1_AMP_89077701_91957699	ANKRD36BP2|LOC654342|MIR4436A
nonClustered_chr2_202Mb	2	unique	q33.1	chr2	201996375	202146368	149993	15	9	2	10	0	3	NO	enhancer	YES		1	include					CASP10|CASP8|CFLAR	1	"there is a modest AMP peak, no GISTIC"	0	0	"fusions by DUP involving several genes, including 2x CASP8;CASP10 -- however I don't think there is enough evidence to say these are driver genes and fusions may be coincidental consequence of DUP"		"Effect unclear, duplications with loss of function in CASP8, gain in CASP10. Genes within SV or transected by breakpoint. Would expect caspases are TSG? No GISTIC peak. Probably involved because of massive enhancers. "		agnostic	i=2-g=5-n=8				
nonClustered_chr2_231.1Mb	2	pseudoBinningAll_chr2_230.8Mb	q36.3;q37.1	chr2	231093500	231289645	196145	21	13	18	0	3	0	DEL	driver	KNOWN		1	include					SP140	1		0	1	"reduced SP140L expression by limma, gene between SP140 and SP100. many fusions caused by DEL: SP140, SP140L and SP100. 3x SP140;SP100"		GISTIC DEL peak involving SP140. 		agnostic	i=2-g=5-n=8	2q37.1_DEL_231073701_231558299	SP100|SP140|SP140L		
nonClustered_chr20_17.7Mb	2	unique	p12.1;p11.23	chr20	17718933	18136892	417959	13	8	0	3	2	8	NO	enhancer	YES		1	include						1		0	0			Different SV classes enriched in intergenig region with enhancer as likely target. 		agnostic	i=2-g=5-n=8				
nonClustered_chr20_32.4Mb	2	pseudoBinningAll_chr20_32.4Mb	q11.22;q11.23	chr20	32433598	35565464	3131866	98	59	16	31	10	41	AMP	unknown	YES		1	include						1		0	0	"multiple fusions, no clear driver target"	SPLIT -- each GISTIC peak separately	"Region enriched for different events including chromothripsis, no clear target. One narrow GISTIC AMP peak in either end of SV hotspot. Unknown/uncertain. "		agnostic	i=2-g=5-n=8			20q11.22_AMP_32435001_32582799	RALY|CHMP4B_SPAG4|CPNE1|NFS1|RBM12|CEP250|ERGIC3|FER1L4|ROMO1|C20orf173
nonClustered_chr22_22.5Mb	2	pseudoBinningAll_chr22_22.5Mb	q11.22	chr22	22517059	23390626	873567	203	102	31	41	7	124	DEL|AMP	enhancer	KNOWN		1	include					IGL	1						IGL		agnostic	i=2-g=5-n=8	22q11.22_DEL_22453701_22838999	VPREB1|LOC96610	22q11.22_AMP_23008401_23519799	hsa-mir-650|GNAZ|RAB36|RTDR1|MIR650|IGLL5
nonClustered_chr3_59.8Mb	2	pseudoBinningAll_chr3_58.8Mb	p14.2	chr3	59845316	61164982	1319666	26	15	23	3	0	0	NO	unknown	YES	YES	1	include					FHIT	0	deletions presumably too focal to show up in large scale plot	0	0			"Focal deletions of FHIT, known fragile site. "		agnostic	i=2-g=5-n=8				
